"","iso2c","year","income_pc","market_wealth","final_consumption","household_expenditure","share_capital_income","share_labor_income","labor_income","Pi","C","K","f","g","r","country"
"762","IE",2007,52719.5226637462,1432014399676.86,51582014715.5483,137638128043.733,0.205134674906731,0.794865310192108,182698477548.689,182698477548.689,189220142759.281,1432014399676.86,0.00505535886378688,0.110045740575547,0.115101099439334,"Ireland"
"763","IE",2008,51236.0590590885,1434835569753.03,55278545951.2765,142171858586.626,0.186595305800438,0.813404679298401,185556351062.325,185556351062.325,197450404537.903,1434835569753.03,0.0083058197447328,0.00197007102498389,0.0102758907697167,"Ireland"
"764","IE",2009,47261.8451051991,1331668911542.84,56605890031.103,133729801868.855,0.18471921980381,0.815280795097351,173384485866.334,173384485866.334,190335691899.958,1331668911542.84,0.0118140408496718,-0.071901380468248,-0.0600873396185762,"Ireland"
"765","IE",2010,49177.9742634792,1164137087397.13,53176792512.3219,133796902569.047,0.22823916375637,0.771760821342468,171724378977.935,171724378977.935,186973695081.368,1164137087397.13,0.0114512818999172,-0.12580591368737,-0.114354631787453,"Ireland"
"766","IE",2011,45695.1661269346,974238095854.239,53043794112.5406,132940778280.204,0.209186419844627,0.790813565254211,164221475099.639,164221475099.639,185984572392.744,974238095854.239,0.0186946172651927,-0.163124251944829,-0.144429634679636,"Ireland"
"767","IE",2012,46353.5465828239,874750124370.864,51708012320.1652,130810542688.13,0.231262564659119,0.768737435340881,162651712383.599,162651712383.599,182518555008.295,874750124370.864,0.0203921841172478,-0.102118744798356,-0.0817265606811079,"Ireland"
"768","IE",2013,43299.0528692557,894511236021.572,49355204908.5582,128811567828.303,0.195472478866577,0.804527521133423,159853461169.957,159853461169.957,178166772736.861,894511236021.572,0.0209354775228815,0.0225905788409246,0.0435260563638062,"Ireland"
"769","IE",2014,46285.8321121438,992204330608.201,51020118754.2616,132787651898.144,0.213080167770386,0.786919832229614,168354505928.662,168354505928.662,183807770652.406,992204330608.201,0.0172756518883696,0.109213937905497,0.126489589793866,"Ireland"
"770","IE",2015,46075.7540856364,1004726230197.65,48508325902.1122,128185684487.825,0.229697942733765,0.770302057266235,165598416693.278,165598416693.278,176694010389.937,1004726230197.65,0.0111827708813342,0.0126202831444766,0.0238030540258109,"Ireland"
"771","IE",2016,47014.646495367,1083177107392.82,50361035938.8634,133292143566.862,0.21927809715271,0.78072190284729,173094586128.631,173094586128.631,183653179505.725,1083177107392.82,0.0105089257747525,0.0780818444241616,0.0885907701989141,"Ireland"
"772","IE",2017,49826.020784084,1168645309871.72,52986311847.7106,135864816046.65,0.2288748472929,0.771125137805939,183344888117.922,183344888117.922,188851127894.36,1168645309871.72,0.00508341594265383,0.078905104156623,0.0839885200992769,"Ireland"
"773","IE",2018,52773.6398511572,1254121175910.01,56045954515.2402,140614607725.268,0.241415098309517,0.758584916591644,193541272554.401,193541272554.401,196660562240.509,1254121175910.01,0.00266915004899948,0.073140982397531,0.0758101324465305,"Ireland"
"774","IE",2019,56354.7563457372,1314515103194.78,58705465816.1919,144061772530.854,0.196635648608208,0.803364336490631,221659200969.097,221659200969.097,202767238347.046,1314515103194.78,-0.0150639052947516,0.0481563731199646,0.033092467825213,"Ireland"
"775","IL",2000,30324.0770539974,225778591580.697,53846735746.2824,120853962554.42,0.264978170394898,0.735021829605103,136339988810.179,136339988810.179,174700698300.703,225778591580.697,0.186325231377052,0.096649380967526,0.282974612344578,"Israel"
"776","IL",2001,30630.8244410652,257047814900.519,56737008641.9898,121483015497.022,0.269048899412155,0.730951130390167,139666104040.081,139666104040.081,178220024139.012,257047814900.519,0.170759857385109,0.138495076530081,0.30925493391519,"Israel"
"777","IL",2002,30086.0946411507,284418622254.028,59655429079.6308,123136776543.164,0.28290644288063,0.717093586921692,137142747343.824,137142747343.824,182792205622.795,284418622254.028,0.177591310381837,0.10648138504543,0.284072695427267,"Israel"
"778","IL",2003,29921.2743027743,305735458519.411,58638050677.8119,124619821074.243,0.286718487739563,0.713281512260437,138210836565.303,138210836565.303,183257871752.055,305735458519.411,0.15838286125484,0.074948806433443,0.233331667688283,"Israel"
"779","IL",2004,30902.0546054743,346417710677.663,58267735741.2156,131692578870.859,0.303246170282364,0.696753799915314,142018949503.968,142018949503.968,189960314612.075,346417710677.663,0.156806689483363,0.133063571871132,0.289870261354494,"Israel"
"780","IL",2005,32027.6839009024,392225139406.254,59639510101.5722,137451186683.752,0.312306761741638,0.687693238258362,147880101159.816,147880101159.816,197090696785.324,392225139406.254,0.142055657400548,0.132231774867929,0.274287432268476,"Israel"
"781","IL",2006,33286.5027813007,450942659481.686,62156846658.1649,144968486009.547,0.315737277269363,0.684262752532959,155612311806.905,155612311806.905,207125332667.712,450942659481.686,0.131335336992389,0.149703611972239,0.281038948964628,"Israel"
"782","IL",2007,34945.5145211612,508299318411.5,63370128419.4562,156720010400.849,0.31389907002449,0.686100900173187,166682222050.932,166682222050.932,220090138820.305,508299318411.5,0.118436159556871,0.127192798737958,0.245628958294829,"Israel"
"783","IL",2008,35150.9300237746,544308427905.999,65291137734.0345,165614299004.776,0.304593086242676,0.695406913757324,172930960351.97,172930960351.97,230905436738.811,544308427905.999,0.114055782266281,0.0708423328345843,0.184898115100865,"Israel"
"784","IL",2009,34629.4055658208,563649210051.798,65633811747.269,163684519146.666,0.325437724590302,0.674562275409698,168182828558.277,168182828558.277,229318330893.935,563649210051.798,0.112317758096914,0.035532762592349,0.147850520689263,"Israel"
"785","IL",2010,36546.1441170668,619952288267.355,68883430590.3118,174399752925.428,0.332779943943024,0.667220056056976,178699163721.483,178699163721.483,243283183515.739,619952288267.355,0.114581939693167,0.0998902814223465,0.214472221115513,"Israel"
"786","IL",2011,37758.807629042,673332186619.423,72273433904.3861,184498715422.803,0.331129550933838,0.668870449066162,188401583686.466,188401583686.466,256772149327.189,673332186619.423,0.110283592680663,0.0861032362688003,0.196386828949464,"Israel"
"787","IL",2012,37269.0273980491,698017989908.46,75005716171.7231,186922248529.708,0.320971518754959,0.679028511047363,192131398145.986,192131398145.986,261927964701.431,698017989908.46,0.103658443696076,0.0366621465297476,0.140320590225823,"Israel"
"788","IL",2013,39285.8496246466,772328839202.016,78181889265.4865,192636998977.065,0.353925138711929,0.646074891090393,196115365878.847,196115365878.847,270818888242.551,772328839202.016,0.107022345331674,0.106459790962267,0.213482136293942,"Israel"
"789","IL",2014,40135.397761197,837823149574.847,80851945758.1522,198685429796.038,0.358605861663818,0.641394138336182,202435855370.64,202435855370.64,279537375554.19,837823149574.847,0.0998299121695531,0.084801067949891,0.184630980119444,"Israel"
"790","IL",2015,40282.1474359683,869705502211.335,82054574585.8054,200297313472.163,0.358612358570099,0.641387641429901,206892753417.476,206892753417.476,282351888057.969,869705502211.335,0.090065707397539,0.0380537976930658,0.128119505090605,"Israel"
"791","IL",2016,41471.6056059827,901426703663.225,85497740314.7803,210585946526.214,0.356027692556381,0.643972337245941,217899103132.086,217899103132.086,296083686840.995,901426703663.225,0.089897768279164,0.036473497489938,0.126371265769102,"Israel"
"792","IL",2017,42852.1532423145,956969575148.486,90061035058.1118,219570812953.326,0.353741139173508,0.646258890628815,230113122721.387,230113122721.387,309631848011.438,956969575148.486,0.0882142995840952,0.0616166253557217,0.149830924939817,"Israel"
"793","IL",2018,44077.1570033763,1024446706949.53,94954617222.9914,228355616171.225,0.348266899585724,0.651733100414276,242925574418.873,242925574418.873,323310233394.216,1024446706949.53,0.0839991793499498,0.0705112613330205,0.15451044068297,"Israel"
"794","IL",2019,45256.8848160649,1090198695612.45,97902784072.1873,235343196977.504,0.347138285636902,0.652861714363098,254333719379.937,254333719379.937,333245981049.692,1090198695612.45,0.0770291525507752,0.0641829274445247,0.1412120799953,"Israel"
"795","IR",1996,10573.598686852,250481848121.753,66697634574.6785,221971479963.946,0.40016582608223,0.599834203720093,390681928330.42,390681928330.42,288669114538.625,250481848121.753,-0.517668899115048,0.271082109646893,-0.246586789468154,"Iran"
"796","IR",1997,10690.5794333313,284883809166.794,64118531699.839,247931559121.798,0.375215411186218,0.624784588813782,417326783663.022,417326783663.022,312050090821.637,284883809166.794,-0.420296694673909,0.137343130063137,-0.282953564610771,"Iran"
"797","IR",1998,10736.784485061,297403146147.49,71898621957.3285,277994571940.007,0.347644060850143,0.652355909347534,444496790057.915,444496790057.915,349893193897.336,297403146147.49,-0.332077826526078,0.0439454141578351,-0.288132412368243,"Iran"
"798","IR",1999,10937.2150608718,320984750783.695,66760335925.6285,252941917935.975,0.392113775014877,0.607886254787445,428665663320.763,428665663320.763,319702253861.604,320984750783.695,-0.366382840500016,0.0792917120806443,-0.287091128419372,"Iran"
"799","IR",2000,11472.4693409912,356562755271.023,77134221615.8995,259028322348.793,0.415844172239304,0.584155857563019,439259459084.534,439259459084.534,336162543964.692,356562755271.023,-0.321189448620619,0.110840170445677,-0.210349278174942,"Iran"
"800","IR",2001,11622.7532817079,376662272813.139,79709258239.3353,269644678241.923,0.417670667171478,0.582329332828522,451273412809.887,451273412809.887,349353936481.259,376662272813.139,-0.285838817492757,0.0563702104187492,-0.229468607074008,"Iran"
"801","IR",2002,12502.3597491976,418823452329.49,79160971533.8246,269174024997.435,0.47582271695137,0.524177312850952,441225125162.29,441225125162.29,348334996531.259,418823452329.49,-0.246613837741888,0.111933640716034,-0.134680197025855,"Iran"
"802","IR",2003,13537.2380945911,457148129789.417,84446987795.9025,279240785859.705,0.496150821447372,0.503849148750305,463500374508.186,463500374508.186,363687773655.607,457148129789.417,-0.238316647020176,0.0915055669561136,-0.146811080064062,"Iran"
"803","IR",2004,13926.8712619456,496509983906.286,87112698140.2165,283894886997.983,0.514958202838898,0.48504176735878,466519465138.122,466519465138.122,371007585138.2,496509983906.286,-0.208929827721092,0.0861030627753014,-0.122826764945791,"Iran"
"804","IR",2005,14252.9426448805,556506528302.65,96203349824.4404,282867955819.479,0.531905949115753,0.468094080686569,468238468673.773,468238468673.773,379071305643.919,556506528302.65,-0.179587855068557,0.120836531673224,-0.0587513233953324,"Iran"
"805","IR",2006,14698.9222218687,616195954014.079,103763794940.019,298064237546.207,0.526938080787659,0.473061949014664,495616063490.734,495616063490.734,401828032486.226,616195954014.079,-0.168529974465101,0.107257368378915,-0.0612726060861861,"Iran"
"806","IR",2007,15689.7834128189,683429639685.328,89216878821.2759,321230593149.735,0.550561189651489,0.449438810348511,509967422693.373,509967422693.373,410447471971.011,683429639685.328,-0.161506985033024,0.109110884667887,-0.0523961003651372,"Iran"
"807","IR",2008,15582.492971791,702470555971.43,95398422460.094,328083811497.338,0.540246844291687,0.459753125905991,525260259836.276,525260259836.276,423482233957.432,702470555971.43,-0.14892246395065,0.0278608289433706,-0.121061635007279,"Iran"
"808","IR",2009,15414.2650515223,707403422599.03,105166356840.356,352198647879.774,0.503178536891937,0.496821463108063,569173399259.616,569173399259.616,457365004720.13,707403422599.03,-0.15916452809167,0.00702216852459912,-0.15214235956707,"Iran"
"809","IR",2010,16383.6763552207,740359861981.313,107300070054.269,356895917620.917,0.523224234580994,0.476775795221329,588770833140.853,588770833140.853,464195987675.186,740359861981.313,-0.176101558864352,0.0465878992516029,-0.129513659612749,"Iran"
"810","IR",2011,16670.4051273122,766178863099.606,109238173234.644,352107716180.13,0.541940450668335,0.458059549331665,582957817376.858,582957817376.858,461345889414.773,766178863099.606,-0.164260563284229,0.0348735830292001,-0.129386980255029,"Iran"
"811","IR",2012,15145.0892492267,718038033626.284,107262957832.243,387883455962.313,0.48843252658844,0.51156747341156,599089308190.844,599089308190.844,495146413794.556,718038033626.284,-0.135664006673042,-0.0628323643366588,-0.1984963710097,"Iran"
"812","IR",2013,14488.4330299187,729802104334.625,102359949283.575,372531944166.756,0.491648882627487,0.50835108757019,577866519771.54,577866519771.54,474891893450.331,729802104334.625,-0.143411102892642,0.0163836317262046,-0.127027471166437,"Iran"
"813","IR",2014,14929.0775936442,793597534891.487,104907578635.465,390359495947.397,0.465741246938705,0.534258723258972,637773497887.499,637773497887.499,495267074582.862,793597534891.487,-0.195267213479144,0.0874146980091611,-0.107852515469983,"Iran"
"814","IR",2015,14059.1189623814,758133336304.959,127062788960.662,439812385586.978,0.405440807342529,0.594559192657471,683687896341.93,683687896341.93,566875174547.64,758133336304.959,-0.147193907060539,-0.0446878890461492,-0.191881796106688,"Iran"
"815","IR",2016,15310.2388829519,804149199303.954,137648432985.871,448334855417.79,0.432764828205109,0.567235171794891,723473436405.66,723473436405.66,585983288403.661,804149199303.954,-0.181353518461684,0.0606962664684697,-0.120657251993214,"Iran"
"816","IR",2017,15422.3986402297,871980513369.346,145595079848.821,446499071898.998,0.438049644231796,0.561950385570526,732373568672.779,732373568672.779,592094151747.819,871980513369.346,-0.174444514831801,0.084351652807843,-0.0900928620239584,"Iran"
"817","IR",2018,14311.8503880844,881951305784.923,141366436368.85,435252729587.696,0.429689407348633,0.570310592651367,698827672292.135,698827672292.135,576619165956.546,881951305784.923,-0.140150501601662,0.0114346505027381,-0.128715851098924,"Iran"
"818","IS",2000,44066.200117378,55480541953.7503,3013674743.726,8052016677.98335,0.192500114440918,0.807499885559082,10015389728.3385,10015389728.3385,11065691421.7094,55480541953.7503,0.0200908986445788,0.0612702542273583,0.0813611528719371,"Iceland"
"819","IS",2001,44776.3844197958,58528659387.1335,3096408637.8731,7738403448.35768,0.23788870871067,0.762111306190491,9733629637.36605,9733629637.36605,10834812086.2308,58528659387.1335,0.0198480838522215,0.0549402966525487,0.0747883805047702,"Iceland"
"820","IS",2002,46312.7534036806,62623132423.535,3286260585.83376,7592786801.19878,0.2728151679039,0.7271848320961,9692441471.58365,9692441471.58365,10879047387.0325,62623132423.535,0.0202739295222904,0.0699567199945399,0.0902306495168303,"Iceland"
"821","IS",2003,46484.7936689196,65127065321.6029,3444213601.58891,8067607559.78987,0.235390037298202,0.76460999250412,10300321297.564,10300321297.564,11511821161.3788,65127065321.6029,0.0193458841314595,0.0399841528388133,0.0593300369702728,"Iceland"
"822","IS",2004,48473.7709251594,69326414698.8435,3585855574.28924,8692992253.14173,0.211583539843559,0.78841644525528,11173312119.993,11173312119.993,12278847827.431,69326414698.8435,0.0169750579421735,0.0644793275499802,0.0814543854921537,"Iceland"
"823","IS",2005,51128.184727654,77960859488.459,3925489732.55681,9670443238.34383,0.162197113037109,0.837802886962891,12723338351.425,12723338351.425,13595932970.9006,77960859488.459,0.0125867553264682,0.124547689753232,0.1371344450797,"Iceland"
"824","IS",2006,51332.3139516459,85430480546.502,4159246934.1339,10063526870.9389,0.103919386863708,0.896080613136292,13986579217.0067,13986579217.0067,14222773805.0728,85430480546.502,0.00302965603016438,0.095812451364121,0.0988421073942854,"Iceland"
"825","IS",2007,55754.6343296123,96188821725.9451,4435729000.36537,10708775958.6161,0.133417770266533,0.866582214832306,15067481590.7307,15067481590.7307,15144504958.9815,96188821725.9451,0.00090159118569908,0.125930945379467,0.126832536565166,"Iceland"
"826","IS",2008,43595.7371021675,76237849012.4858,4652276293.33433,10317631566.996,0.0473627373576164,0.952637255191803,13194997782.1625,13194997782.1625,14969907860.3303,76237849012.4858,0.0184523528443335,-0.207414669973839,-0.188962317129506,"Iceland"
"827","IS",2009,40325.129181787,63209179938.627,4583652557.6435,9313341589.306,0.137467294931412,0.862532734870911,11088420393.4395,11088420393.4395,13896994146.9495,63209179938.627,0.0368396248043416,-0.170895024487443,-0.134055399683102,"Iceland"
"828","IS",2010,40431.399802353,61626171032.4395,4353984178.96861,8954206644.39584,0.154055863618851,0.845944166183472,10887849840.8526,10887849840.8526,13308190823.3645,61626171032.4395,0.0382909726856423,-0.0250439715833136,0.0132470011023287,"Iceland"
"829","IS",2011,43519.9604514512,65079162307.3258,4464121608.74901,9208949203.66611,0.155375599861145,0.844624400138855,11736579061.2229,11736579061.2229,13673070812.4151,65079162307.3258,0.0314232041152274,0.0560312480401989,0.0874544521554264,"Iceland"
"830","IS",2012,45244.7338300793,69728183018.6442,4469264274.02406,9589624430.16394,0.1685691177845,0.831430912017822,12074546629.6806,12074546629.6806,14058888704.188,69728183018.6442,0.0304912049288014,0.0714363944846764,0.101927599413478,"Iceland"
"831","IS",2013,52443.3166822349,78453618226.0683,4608001660.48458,9817671644.42591,0.255359083414078,0.7446408867836,12653603045.2992,12653603045.2992,14425673304.9105,78453618226.0683,0.0254139744203215,0.125134986022668,0.15054896044299,"Iceland"
"832","IS",2014,52651.311063385,80256318851.4529,4641268022.64123,9958513722.9763,0.245385125279427,0.754614889621735,13017775255.0062,13017775255.0062,14599781745.6175,80256318851.4529,0.0201648633470632,0.0229779156926838,0.043142779039747,"Iceland"
"833","IT",1980,29891.0692351762,5260474932139.95,317923104925.684,1062493554025.38,0.280490428209305,0.719509601593018,1213720873841.72,1213720873841.72,1380416658951.07,5260474932139.95,0.0355786299777106,0.122766787383744,0.158345417361454,"Italy"
"834","IT",1981,29641.1012159603,5855195531601.51,342939868604.157,1073325523577.06,0.266434460878372,0.73356556892395,1228557441649.72,1228557441649.72,1416265392181.21,5855195531601.51,0.0356827003175431,0.113054544909623,0.148737245227166,"Italy"
"835","IT",1982,29655.8236431572,6057470579349.28,342678384263.847,1083038063014.73,0.265028476715088,0.734971523284912,1232434781282.9,1232434781282.9,1425716447278.58,6057470579349.28,0.0330102837646508,0.0345462498487131,0.067556533613364,"Italy"
"836","IT",1983,30003.0536548124,5965296297294.12,349496915613.61,1085992861721.11,0.264654397964477,0.735345602035522,1247953273626.84,1247953273626.84,1435489777334.72,5965296297294.12,0.0309595401663547,-0.015216628929143,0.0157429112372116,"Italy"
"837","IT",1984,31028.1418037901,5898175653598.2,362397254524.099,1119168065121.63,0.286966919898987,0.713033080101013,1251711593043.92,1251711593043.92,1481565319645.73,5898175653598.2,0.0385318205746253,-0.0112518541160085,0.0272799664586168,"Italy"
"838","IT",1985,31837.0921917915,5860314979278.56,379514445411.34,1150144336619.33,0.288656383752823,0.7113436460495,1281672154005.7,1281672154005.7,1529658782030.67,5860314979278.56,0.0420446325422141,-0.00641904828598102,0.0356255842562331,"Italy"
"839","IT",1986,32727.3291725079,6073881634213.3,380927487284.107,1190512797161.72,0.301702171564102,0.698297798633575,1293416622091.91,1293416622091.91,1571440284445.83,6073881634213.3,0.0474417609526066,0.0364428628307333,0.0838846237833399,"Italy"
"840","IT",1987,33860.1729588417,6227862089619.38,411087460612.068,1221680293517.51,0.305428862571716,0.694571137428284,1331180998488.2,1331180998488.2,1632767754129.58,6227862089619.38,0.0496530511794267,0.0253512440115285,0.0750042951909553,"Italy"
"841","IT",1988,35333.9818941938,6369312646540.56,438448063167.827,1264183020551.78,0.309154450893402,0.690845549106598,1382336922233.48,1382336922233.48,1702631083719.61,6369312646540.56,0.0514292315528306,0.0227125384097617,0.0741417699625922,"Italy"
"842","IT",1989,36449.44068671,7200762435278.1,449757222394.908,1320741236551.83,0.308443605899811,0.691556394100189,1428516250658.62,1428516250658.62,1770498458946.73,7200762435278.1,0.053692168569219,0.130539955388927,0.184232123958146,"Italy"
"843","IT",1990,36900.8240397052,8218130412672.38,472142026865.083,1325640000683.57,0.298902750015259,0.701097249984741,1467387407200.66,1467387407200.66,1797782027548.66,8218130412672.38,0.0458832829603323,0.141286146646079,0.187169429606412,"Italy"
"844","IT",1991,37371.785088441,8960695438545.43,478372436566.607,1359191597833.23,0.291364938020706,0.708635032176971,1503132462596.99,1503132462596.99,1837564034399.84,8960695438545.43,0.0406943617355048,0.0903569289589291,0.131051290694434,"Italy"
"845","IT",1992,37374.9175197595,9797902707014.72,466256550677.048,1404025256323.47,0.29130557179451,0.708694458007812,1504404651559.13,1504404651559.13,1870281807000.52,9797902707014.72,0.0408313347943432,0.0934310594764726,0.134262394270816,"Italy"
"846","IT",1993,37001.3750850289,10300779536521.5,470447947063.457,1369971629769.12,0.29555743932724,0.70444256067276,1481341509290.92,1481341509290.92,1840419576832.58,10300779536521.5,0.0366484622555587,0.0513249462200497,0.0879734084756084,"Italy"
"847","IT",1994,37756.1344112204,10011494817539.8,463220406989.435,1409951892558.8,0.315366178750992,0.684633791446686,1469349399465.55,1469349399465.55,1873172299548.23,10011494817539.8,0.0392031397867439,-0.0280837695784155,0.0111193702083284,"Italy"
"848","IT",1995,39144.5845931434,9642388757577.54,447906046702.077,1447170634370.37,0.337789803743362,0.66221022605896,1473516493830.79,1473516493830.79,1895076681072.45,9642388757577.54,0.042107616786966,-0.0368682266423995,0.00523939014456654,"Italy"
"849","IT",1996,39788.9257153579,9769546821669.64,456849324358.218,1464047382836.74,0.337724089622498,0.662275910377502,1498337015286.37,1498337015286.37,1920896707194.96,9769546821669.64,0.0438231337205228,0.0131874027576587,0.0570105364781815,"Italy"
"850","IT",1997,40751.0519948338,10328071213960.7,454334045159.282,1509781943409.38,0.335356622934341,0.664643347263336,1540869238674.78,1540869238674.78,1964115988568.66,10328071213960.7,0.0433230688812594,0.0571699386354559,0.100493007516715,"Italy"
"851","IT",1998,41164.6895504411,10908619618786.2,464877278518.888,1548801976168.2,0.334982186555862,0.66501784324646,1557834602048.02,1557834602048.02,2013679254687.09,10908619618786.2,0.0441364745842271,0.0562107282955991,0.100347202879826,"Italy"
"852","IT",1999,42194.9462110942,11420110291605.6,477384030892.412,1590793025307.89,0.340397715568542,0.659602284431458,1584087896756.74,1584087896756.74,2068177056200.3,11420110291605.6,0.0443767567630549,0.0468886706745672,0.091265427437622,"Italy"
"853","IT",2000,43498.8207474179,11961411103011.9,498984484985.167,1649299209830.17,0.348418414592743,0.651581585407257,1613911504856.15,1613911504856.15,2148283694815.34,11961411103011.9,0.046792209209396,0.047398912758677,0.094191121968073,"Italy"
"854","IT",2001,44273.4710124818,12235831399529.9,532835852504.157,1650806632409.87,0.353959560394287,0.646040439605713,1629759928180.71,1629759928180.71,2183642484914.03,12235831399529.9,0.0463057871653495,0.02294213401368,0.0692479211790295,"Italy"
"855","IT",2002,44184.0400983388,12423176332968,541096961396.53,1648656558817.54,0.346299678087234,0.653700292110443,1649210178924.45,1649210178924.45,2189753520214.07,12423176332968,0.0441770831617038,0.0153111731700733,0.0594882563317771,"Italy"
"856","IT",2003,43860.3033215723,12861409922522.8,535415181252.986,1657807535615.04,0.341611713171005,0.658388316631317,1657911304372.32,1657911304372.32,2193222716868.03,12861409922522.8,0.0430897379340197,0.0352754865429931,0.0783652244770128,"Italy"
"857","IT",2004,44181.0642885862,13494282703870.8,555536747661.666,1673233726005.94,0.344640702009201,0.655359268188477,1674864420055.11,1674864420055.11,2228770473667.61,13494282703870.8,0.0430672886525839,0.0492071075535618,0.0922743962061458,"Italy"
"858","IT",2005,44277.6997947618,14690048385271.9,583023499090.533,1693794452669.78,0.340993165969849,0.659006834030151,1697962965221.91,1697962965221.91,2276817951760.31,14690048385271.9,0.0428963138864992,0.0886127634674529,0.131509077353952,"Italy"
"859","IT",2006,44930.8117246681,16168139555714.3,602890355630.527,1730755559272.65,0.338540375232696,0.661459624767303,1736489559180.94,1736489559180.94,2333645914903.18,16168139555714.3,0.0406504008741689,0.100618536554608,0.141268937428777,"Italy"
"860","IT",2007,45320.1729375571,16786900907383.9,587371991368.148,1752568126177.67,0.338201582431793,0.661798417568207,1763199989639.23,1763199989639.23,2339940117545.82,16786900907383.9,0.0356713971894655,0.0382704113566928,0.0739418085461583,"Italy"
"861","IT",2008,43634.6116450747,16644678060697.7,595428531746.198,1744922827020.21,0.323157548904419,0.676842451095581,1749638992028.73,1749638992028.73,2340351358766.41,16644678060697.7,0.0351888874543754,-0.00847225151747228,0.0267166359369031,"Italy"
"862","IT",2009,40863.8195222996,16356553623946.7,588528373145.549,1685557516323.88,0.309245705604553,0.690754294395447,1681708820093.55,1681708820093.55,2274085889469.43,16356553623946.7,0.0355895780750863,-0.017310303972253,0.0182792741028334,"Italy"
"863","IT",2010,41372.6829899892,16312168928166.8,600101685444.185,1731581634236.66,0.306714117527008,0.693285882472992,1716097208105.74,1716097208105.74,2331683319680.85,16312168928166.8,0.0376354411649325,-0.00271357260217412,0.0349218685627584,"Italy"
"864","IT",2011,41143.3890174753,16258503616836.9,577701279160.574,1747347472000.31,0.306099474430084,0.693900525569916,1714679209695.8,1714679209695.8,2325048751160.88,16258503616836.9,0.0374180493196795,-0.00328989428482435,0.0341281550348552,"Italy"
"865","IT",2012,39255.0027971204,16141990916396.3,556224253887.925,1670434842790.41,0.284309148788452,0.715690851211548,1695196943883.81,1695196943883.81,2226659096678.33,16141990916396.3,0.0326882575001649,-0.00716626223337885,0.0255219952667861,"Italy"
"866","IT",2013,38290.0573294579,15789969663294.1,544912169320.825,1626269906764.2,0.292557209730148,0.707442760467529,1642787840183.92,1642787840183.92,2171182076085.02,15789969663294.1,0.0327341428103756,-0.0218077965057387,0.0109263463046368,"Italy"
"867","IT",2014,38242.9142381145,15387669513525.5,538444191216.692,1620743990789.74,0.29694926738739,0.70305073261261,1634586816250.77,1634586816250.77,2159188182006.44,15387669513525.5,0.0332237095410751,-0.0254782091636141,0.00774550037746102,"Italy"
"868","IT",2015,38317.7793466266,15021278169101.1,532733978821.033,1637440907827.56,0.295073300600052,0.704926729202271,1639705916159.42,1639705916159.42,2170174886648.6,15021278169101.1,0.0344736394307729,-0.0238107105239314,0.0106629289068416,"Italy"
"869","IT",2016,39372.468971564,14715602513383.2,536991015731.732,1644487692681.45,0.306719332933426,0.693280637264252,1653859834895.7,1653859834895.7,2181478708413.19,14715602513383.2,0.0351247655211392,-0.020349510359689,0.0147752551614502,"Italy"
"870","IT",2017,40282.4402695869,14640763077777,541571020444.899,1676332841486.6,0.306442648172378,0.693557322025299,1689532987635.93,1689532987635.93,2217903861931.5,14640763077777,0.0359054869697001,-0.00508572010816951,0.0308197668615306,"Italy"
"871","IT",2018,41098.5952496209,14428576772757.3,548424527570.505,1689963796897.31,0.316052764654159,0.683947205543518,1696294099122.1,1696294099122.1,2238388324467.82,14428576772757.3,0.0370263641632552,-0.0144928446620249,0.0225335195012302,"Italy"
"872","IT",2019,41312.5403086741,14272543857736.4,544178268228.297,1696495106046.77,0.303504526615143,0.696495473384857,1732075353757.62,1732075353757.62,2240673374275.07,14272543857736.4,0.0352493547026578,-0.0108141584217468,0.024435196280911,"Italy"
"873","IT",2020,37087.2037031557,14109790666865.1,550139290039.284,1481833655440.3,0.301154017448425,0.698845982551575,1554227090776.13,1554227090776.13,2031972945479.58,14109790666865.1,0.033473069654958,-0.0114032363462006,0.0220698333087574,"Italy"
"874","JP",1980,21894.1671729808,12648717993034.3,436701823273.025,1528565934834.66,0.252415776252747,0.747584223747253,1916006915930.71,1916006915930.71,1965267758107.68,12648717993034.3,0.00434233130723934,0.114981427647412,0.119323758954651,"Japan"
"875","JP",1981,22461.6183633341,13682870014625.9,452869761458.433,1580249276176.75,0.243420869112015,0.756579160690308,2003625644563.1,2003625644563.1,2033119037635.18,13682870014625.9,0.00233172983130205,0.0817594338146392,0.0840911636459413,"Japan"
"876","JP",1982,23069.5441028123,14537158229747.8,471495689203.136,1672131966246.9,0.242783755064011,0.757216274738312,2074016060520.69,2074016060520.69,2143627655450.04,14537158229747.8,0.00508749954175812,0.062434870331208,0.0675223698729661,"Japan"
"877","JP",1983,23567.7367558707,15233728869037.1,494452230284.593,1746688867024.48,0.239019975066185,0.760980010032654,2143827601631.34,2143827601631.34,2241141097309.07,15233728869037.1,0.00669412096503104,0.0479165617021238,0.0546106826671549,"Japan"
"878","JP",1984,24509.3665365772,15739266956098.8,502972559590.478,1800786784300.91,0.246246218681335,0.753753781318665,2222518004082.61,2222518004082.61,2303759343891.39,15739266956098.8,0.00533299105604464,0.0331854460196721,0.0385184370757168,"Japan"
